1;2;4;8;16;32;64;128;256;512;1024;2048;4096;8192;16384;32768;65536;
5433886,50;532619,80;713934,65;507388,50;462914,15;417102,45;428408,70;433219,85;631791,55;431099,85;575414,65;514994,45;976275,25;3349713,60;2790302,75;4258415,60;8158062,15;
14485600,39;230367,13;1139361,32;389447,94;76539,41;87376,90;88278,31;128720,57;822499,13;104639,22;576358,97;165808,00;1235621,71;7573289,78;8478189,56;10606006,69;15605468,35;
5433886,50;532619,80;713934,65;507388,50;462914,15;417102,45;428408,70;433219,85;631791,55;431099,85;575414,65;514994,45;976275,25;3349713,60;2790302,75;4258415,60;8158062,15;
-3005386,62;398408,51;50145,71;280497,14;418322,49;366196,90;376977,98;358227,58;152605,70;370137,31;239629,41;418395,14;256405,25;-1062465,33;-2149068,44;-1920616,32;-933643,13;
13873159,62;666831,09;1377723,59;734279,86;507505,81;468008,00;479839,42;508212,12;1110977,40;492062,39;911199,89;611593,76;1696145,25;7761892,53;7729673,94;10437447,52;17249767,43;
