2, 2.5, -2.6897076488893363, 7.689707648889336
4, 0.7, 0.2690182379973604, 1.1309817620026394
8, 0.6, 0.13926111618227854, 1.0607388838177214
16, 1.0, -0.030243464093802963, 2.030243464093803
32, 0.7, 0.26901823799736035, 1.1309817620026394
64, 0.6, 0.13926111618227854, 1.0607388838177214
128, 0.7, 0.2690182379973604, 1.1309817620026394
256, 0.6, 0.13926111618227854, 1.0607388838177214
512, 0.7, 0.26901823799736035, 1.1309817620026394
1024, 1.2999999999999998, 0.45356862249034047, 2.1464313775096593
2048, 80.89999999999998, 80.61785620749676, 81.1821437925032
4096, 81.3, 80.45356862249034, 82.14643137750966
8192, 3.2, 0.6141094279841628, 5.785890572015838
16384, 2.6999999999999997, 1.965462178680884, 3.4345378213191156
32768, 3.5999999999999996, 2.5527265646045763, 4.647273435395423
65536, 5.0, 4.40518865867459, 5.59481134132541
131072, 11.9, 7.622111209279891, 16.17788879072011
