1;2;4;8;16;32;64;128;256;512;1024;2048;4096;8192;16384;32768;65536;
2480276,59;1913610,74;2025421,22;2353596,60;10628971,41;17289533,78;18826820,17;18152812,17;13170195,79;13882360,34;27872529,37;28281508,71;12477785,85;18150299,93;42024139,03;101966280,68;186620600,62;
6158829,06;2884854,69;3078124,01;7176588,42;69302781,65;117372166,11;124188396,35;128255713,51;88872989,47;103436190,64;113939111,31;100419730,37;43213814,49;39804767,54;81146018,05;171934831,90;299997949,01;
626177,45;479331,86;500412,35;589485,88;2656296,76;4326927,30;5131572,06;4171827,82;3305422,29;3398109,83;5710396,46;7379318,11;3182309,68;4736636,58;10824039,24;26043329,72;47760090,28;
490057,87;471896,20;486847,35;426636,80;900635,12;1346565,53;1704763,13;1197671,15;1031343,27;783326,84;2974285,66;5281205,91;2348561,30;4008187,62;9484021,78;23929334,25;44827216,54;
762297,03;486767,52;513977,34;752334,97;4411958,41;7307289,07;8558380,99;7145984,49;5579501,31;6012892,81;8446507,26;9477430,30;4016058,06;5465085,54;12164056,71;28157325,19;50692964,02;
