1;2;4;8;16;32;64;128;256;512;1024;2048;4096;8192;16384;32768;65536;
978754,75;758589,87;750801,64;739228,79;739689,96;758166,84;739347,95;744060,42;847673,22;1917875,04;6462412,67;4859183,99;3722365,67;5120271,67;10908379,94;26276100,35;48080618,76;
3335541,49;622299,04;546033,17;615280,04;581417,56;578329,69;534393,07;539788,32;649120,63;16943644,22;56409849,80;17847448,89;15252786,48;15704759,17;25130202,59;42779810,71;58841692,15;
484496,79;380238,62;374926,00;368357,46;371978,61;378309,87;369642,22;371702,12;426169,83;937456,17;2860442,47;1489714,14;1187201,40;1933129,25;4477123,45;12631984,46;25702748,40;
364833,24;367898,87;370113,95;360710,14;363236,27;370295,98;365510,55;367240,37;416842,75;315484,94;822501,70;885848,35;819795,07;1459901,54;3692743,47;11243945,42;23866078,65;
604160,33;392578,38;379738,06;376004,78;380720,95;386323,77;373773,89;376163,87;435496,91;1559427,40;4898383,24;2093579,94;1554607,74;2406356,96;5261503,44;14020023,50;27539418,15;
