1;2;4;8;16;32;64;128;256;512;1024;2048;4096;8192;16384;32768;65536;
452510,99;330416,24;287693,28;295490,82;291461,57;329351,72;322375,42;327647,56;322647,11;367355,36;353302,17;419048,88;806198,01;1563010,65;3287383,34;6732919,13;13463006,43;
1690872,18;197313,19;145252,55;163766,36;97787,13;196340,01;56380,35;62900,64;70592,10;1237716,02;90058,11;2387374,88;4563373,44;8055149,42;13143554,33;20472754,88;27225441,87;
452510,99;330416,24;287693,28;295490,82;291461,57;329351,72;322375,42;327647,56;322647,11;367355,36;353302,17;419048,88;806198,01;1563010,65;3287383,34;6732919,13;13463006,43;
364461,38;320141,45;280129,47;286962,93;286369,45;319127,61;319439,50;324372,10;318971,13;302903,18;348612,53;294729,95;568567,26;1143550,95;2602952,66;5666831,43;12045282,79;
540560,60;340691,02;295257,09;304018,70;296553,68;339575,82;325311,34;330923,01;326323,09;431807,55;357991,81;543367,81;1043828,77;1982470,35;3971814,02;7799006,82;14880730,07;
